"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"EHDSInpatientEncounter","EHDSInpatientEncounter.plannedStartDate","EHDSInpatientEncounter.plannedStartDate","","","",0,1,"","","","dateTime {[]} {[]}
","C.30.12 - Planned start date","The planned start date/time (or admission date) of the encounter","","","","","","","","","",,,,,"",,,,"EHDSEncounter.plannedStartDate",0,1,"",""
"EHDSInpatientEncounter","EHDSInpatientEncounter.plannedEndDate","EHDSInpatientEncounter.plannedEndDate","","","",0,1,"","","","dateTime {[]} {[]}
","C.30.13 - Planned end date","The planned end date/time (or discharge date) of the encounter","","","","","","","","","",,,,,"",,,,"EHDSEncounter.plannedEndDate",0,1,"",""
"EHDSInpatientEncounter","EHDSInpatientEncounter.admission","EHDSInpatientEncounter.admission","","","",1,1,"","","","Base {[]} {[]}
","C.30.14 - Admission","Details about the admission to a healthcare service","","","","","","","","","",,,,,"",,,,"EHDSEncounter.admission",0,1,"",""
"EHDSInpatientEncounter","EHDSInpatientEncounter.admission.admitter","EHDSInpatientEncounter.admission.admitter","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional]]}
","C.30.14.1 - Admitter","Admitting Healthcare Professional","","","","","","","","","",,,,,"",,,,"EHDSEncounter.admission.admitter",0,1,"",""
"EHDSInpatientEncounter","EHDSInpatientEncounter.admission.admitSource","EHDSInpatientEncounter.admission.admitSource","","","",0,1,"","","","CodeableConcept {[]} {[]}
","C.30.14.2 - Admit Source","From where the patient was admitted (e.g. physician referral, transfer).","","","","","","","","","",,"preferred","hl7:admit-source","","",,,,"EHDSEncounter.admission.admitSource",0,1,"",""
"EHDSInpatientEncounter","EHDSInpatientEncounter.admission.referringProfessional","EHDSInpatientEncounter.admission.referringProfessional","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional]]}
","C.30.14.3 - Referring professional","Referring Healthcare Professional","","","","","","","","","",,,,,"",,,,"EHDSEncounter.admission.referringProfessional",0,1,"",""
"EHDSInpatientEncounter","EHDSInpatientEncounter.admission.admissionReason","EHDSInpatientEncounter.admission.admissionReason","","","",0,*,"","","","Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSCondition], CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSProcedure], CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSObservation]]}
","C.30.14.4 - Admission reason","Reason or reasons for admission, e.g. Problem, procedure or finding.","","","","","","","","","",,,,,"",,,,"EHDSEncounter.admission.admissionReason",0,*,"",""
"EHDSInpatientEncounter","EHDSInpatientEncounter.admission.admissionReasonComment","EHDSInpatientEncounter.admission.admissionReasonComment","","","",0,1,"","","","string {[]} {[]}
","C.30.14.5 - Admission reason comment","Explanation of the reason for the encounter.","","","","","","","","","",,,,,"",,,,"EHDSEncounter.admission.admissionReasonComment",0,1,"",""
"EHDSInpatientEncounter","EHDSInpatientEncounter.admission.admissionLegalStatus","EHDSInpatientEncounter.admission.admissionLegalStatus","","","",0,1,"","","","CodeableConcept {[]} {[]}
","C.30.14.6 - Admission legal status","Legal status/situation at admission. The legal status indicates the basis on which the patient is staying in a healthcare organisation. This can be either voluntary or involuntary, however the legal status is always determined by a court. A patient can also receive healthcare based on a forensic status. (voluntary, involuntary, admission by legal authority).","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSEncounter.admission.admissionLegalStatus",0,1,"",""
"EHDSInpatientEncounter","EHDSInpatientEncounter.discharge","EHDSInpatientEncounter.discharge","","","",1,1,"","","","Base {[]} {[]}
","C.30.15 - Discharge","Discharge details","","","","","","","","","",,,,,"",,,,"EHDSEncounter.discharge",0,1,"",""
"EHDSInpatientEncounter","EHDSInpatientEncounter.discharge.destinationType","EHDSInpatientEncounter.discharge.destinationType","","","",0,1,"","","","CodeableConcept {[]} {[]}
","C.30.15.1 - Destination type","Type of location to which the patient will go after the encounter. E.g. home, hospital, nursing home, left against medical advice etc.","","","","","","","","","",,"preferred","hl7.discharge-disposition","","",,,,"EHDSEncounter.discharge.destinationType",0,1,"",""
"EHDSInpatientEncounter","EHDSInpatientEncounter.discharge.destinationLocation","EHDSInpatientEncounter.discharge.destinationLocation","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSOrganization], CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSLocation]]}
","C.30.15.2 - Destination location","The location/organisation to which the patient will go after the encounter. Name, address and telecommunication contact.","","","","","","","","","",,,,,"",,,,"EHDSEncounter.discharge.destinationLocation",0,1,"",""
"EHDSInpatientEncounter","EHDSInpatientEncounter.location","EHDSInpatientEncounter.location","","","",0,*,"","","","Base {[]} {[]}
","C.30.16 - Location","List of locations where the patient has been.","","","","","","","","","",,,,,"",,,,"EHDSEncounter.location",0,*,"",""
"EHDSInpatientEncounter","EHDSInpatientEncounter.location.period","EHDSInpatientEncounter.location.period","","","",0,1,"","","","Period {[]} {[]}
","C.30.16.1 - Period","Time period during which the patient was present at the location","","","","","","","","","",,,,,"",,,,"EHDSEncounter.location.period",0,1,"",""
"EHDSInpatientEncounter","EHDSInpatientEncounter.location.organizationPart","EHDSInpatientEncounter.location.organizationPart","","","",1,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSLocation {[]} {[]}
","C.30.16.2 - Organization part","Organization or organization part (hospital department) where the patient was present.","","","","","","","","","",,,,,"",,,,"EHDSEncounter.location.organizationPart",1,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation","EHDSLaboratoryObservation","","","",0,*,"","","","null {[]} {[]}
","Laboratory observation model","C.11 - EHDS refined base model for Observation performed by laboratory","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.observationDate[x]","EHDSLaboratoryObservation.observationDate[x]","","","",1,1,"","","","dateTime {[]} {[]}
Period {[]} {[]}","C.10.1 - Observation date","Clinically relevant time or time period for the observation.","","","","","","","","","",,,,,"",,,,"EHDSObservation.observationDate[x]",1,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.observationCode","EHDSLaboratoryObservation.observationCode","","","",1,1,"","","","CodeableConcept {[]} {[]}
","C.10.2 - Observation code","Code representing the observation using the agreed code systems.","","","","","","","","","",,"preferred","LOINC, NPU","","",,,,"EHDSObservation.observationCode",1,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.observationName","EHDSLaboratoryObservation.observationName","","","",1,1,"","","","string {[]} {[]}
","C.10.3 - Observation name","Full name of the observation according to the used test coding standard.","","","","","","","","","",,,,,"",,,,"EHDSObservation.observationName",1,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.observationOriginalName","EHDSLaboratoryObservation.observationOriginalName","","","",0,1,"","","","string {[]} {[]}
","C.10.4 - Observation original name","Original (conventional) name of the observation ","","","","","","","","","",,,,,"",,,,"EHDSObservation.observationOriginalName",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.observationMethod","EHDSLaboratoryObservation.observationMethod","","","",0,1,"","","","CodeableConcept {[]} {[]}
","C.10.5 - Observation method","Observation method (measurement principle) to obtain the result.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSObservation.observationMethod",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.observationDevice","EHDSLaboratoryObservation.observationDevice","","","",0,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSDevice {[]} {[]}
","C.10.6 - Observation device","Device (e.g. analyser) that generates the measurements","","","","","","","","","",,"preferred","SNOMED CT, EMDN","","",,,,"EHDSObservation.observationDevice",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.order","EHDSLaboratoryObservation.order","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSServiceRequest]]}
","C.10.7 - Order","Identifies order and order placer this observation belongs to. ","","","","","","","","","",,,,,"",,,,"EHDSObservation.order",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.performer","EHDSLaboratoryObservation.performer","","","",0,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional {[]} {[]}
","C.10.8 - Performer","Identifies the originator/author and provides provenance information about the source of the results data that may have not originated with the source of the whole Laboratory Report document. ","","","","","","","","","",,,,,"",,,,"EHDSObservation.performer",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.reporter","EHDSLaboratoryObservation.reporter","","","",0,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional {[]} {[]}
","C.10.9 - Reporter","With certain observation results, e.g. there may also be an interpreter or a person responsible for validation.","","","","","","","","","",,,,,"",,,,"EHDSObservation.reporter",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.observationResult","EHDSLaboratoryObservation.observationResult","","","",1,1,"","","","Base {[]} {[]}
","C.10.10 - Observation result","Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation.","","","","","","","","","",,"preferred","SNOMED CT (for ordinal or nominal scale results and result interpretation), UCUM (for units)","","",,,,"EHDSObservation.observationResult",1,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.observationResult.textualResult","EHDSLaboratoryObservation.observationResult.textualResult","","","",0,1,"","","","string {[]} {[]}
","C.10.10.1 - Textual Result","Narrative text result","","","","","","","","","",,,,,"",,,,"EHDSObservation.observationResult.textualResult",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.observationResult.numericResult","EHDSLaboratoryObservation.observationResult.numericResult","","","",0,1,"","","","Base {[]} {[]}
","C.10.10.2 - Numeric Result","A numeric value or interval (open or closed) of the result, result units of the measurement should be provided Measurement uncertainty interval are provided if needed.","","","","","","","","","",,,,,"",,,,"EHDSObservation.observationResult.numericResult",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.observationResult.numericResult.numericValue[x]","EHDSLaboratoryObservation.observationResult.numericResult.numericValue[x]","","","",0,1,"","","","Quantity {[]} {[]}
Range {[]} {[]}","C.10.10.2.1 - Numeric value","A numeric value or interval (open or closed) of the result","","","","","","","","","",,,,,"",,,,"EHDSObservation.observationResult.numericResult.numericValue[x]",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.observationResult.numericResult.units","EHDSLaboratoryObservation.observationResult.numericResult.units","","","",0,1,"","","","CodeableConcept {[]} {[]}
","C.10.10.2.2 - Units","Result units of the measurement","","","","","","","","","",,"preferred","UCUM","","",,,,"EHDSObservation.observationResult.numericResult.units",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.observationResult.numericResult.uncertainty","EHDSLaboratoryObservation.observationResult.numericResult.uncertainty","","","",0,1,"","","","Base {[]} {[]}
","C.10.10.2.3 - Uncertainty","Measurement uncertainty type and interval should be provided if needed.","","","","","","","","","",,,,,"",,,,"EHDSObservation.observationResult.numericResult.uncertainty",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.observationResult.codedResult","EHDSLaboratoryObservation.observationResult.codedResult","","","",0,1,"","","","CodeableConcept {[]} {[]}
","C.10.10.3 - Coded Result","A coded result from a selected coding system(s). This could be a code describing bacteria or other microorganism identified, description of urinary concernment, code explaining technical reason why the test could not be done etc.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSObservation.observationResult.codedResult",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.dataAbsentReason","EHDSLaboratoryObservation.dataAbsentReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","C.10.11 - dataAbsentReason","Provides a reason why the expected value in the element Observation.value[x] is missing.","","","","","","","","","",,"preferred","HL7 Data absent reason","","",,,,"EHDSObservation.dataAbsentReason",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.referenceRange","EHDSLaboratoryObservation.referenceRange","","","",0,*,"","","","Base {[]} {[]}
","C.10.12 - Reference range","Reference range, multiple reference ranges of different types culd by providedProvides guide for interpretation of result. Reference ranges are usually implied only for a numeric scale type. Use of the same units for reference range and value is implied.","","","","","","","","","",,,,,"",,,,"EHDSObservation.referenceRange",0,*,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.observationInterpretation","EHDSLaboratoryObservation.observationInterpretation","","","",0,*,"","","","CodeableConcept {[]} {[]}
","C.10.13 - Observation interpretation","Information about reference intervals and result interpretation.","","","","","","","","","",,"preferred","SNOMED CT, HL7 ObservationInterpretation","","",,,,"EHDSObservation.observationInterpretation",0,*,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.triggeredBy[x]","EHDSLaboratoryObservation.triggeredBy[x]","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSLaboratoryObservation {[]} {[]}
https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSObservation {[]} {[]}","C.10.14 - Triggered by","Identifies the observation(s) that triggered the performance of this observation.","","","","","","","","","",,,,,"",,,,"EHDSObservation.triggeredBy[x]",0,*,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.hasMember[x]","EHDSLaboratoryObservation.hasMember[x]","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSLaboratoryObservation {[]} {[]}
https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSObservation {[]} {[]}","C.10.15 - Has member","This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.","","","","","","","","","",,,,,"",,,,"EHDSObservation.hasMember[x]",0,*,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.resultDescription","EHDSLaboratoryObservation.resultDescription","","","",0,1,"","","","string {[]} {[]}
","C.10.16 - Result description","Comments and narrative representation of the observation result and findings.","","","","","","","","","",,,,,"",,,,"EHDSObservation.resultDescription",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.anatomicLocation","EHDSLaboratoryObservation.anatomicLocation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","C.10.17 - Anatomic location","Anatomic location and laterality where the observation should be or was performed.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSObservation.anatomicLocation",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.subject","EHDSLaboratoryObservation.subject","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSPatient], CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSLocation], CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSDevice], CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSOrganization], CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional], CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSProcedure]]}
","C.10.18 - Subject","The patient, or group of patients, location, device, organization, procedure or practitioner this observation is about.","","","","","","","","","",,,,,"",,,,"EHDSObservation.subject",1,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.component","EHDSLaboratoryObservation.component","","","",0,*,"","","","Base {[]} {[]}
","C.10.19 - Component","Some observations have multiple component observations. These component observations are expressed as separate code value pairs that share the same attributes.","","","","","","","","","",,,,,"",,,,"EHDSObservation.component",0,*,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.component.code","EHDSLaboratoryObservation.component.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","C.10.19.1 - Code","Code representing the observation using the agreed code systems.","","","","","","","","","",,"preferred","LOINC, NPU, SNOMED CT","","",,,,"EHDSObservation.component.code",1,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.component.textualResult","EHDSLaboratoryObservation.component.textualResult","","","",0,1,"","","","string {[]} {[]}
","C.10.19.2 - Textual Result","Narrative text result","","","","","","","","","",,,,,"",,,,"EHDSObservation.component.textualResult",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.component.numericResult","EHDSLaboratoryObservation.component.numericResult","","","",0,1,"","","","Base {[]} {[]}
","C.10.19.3 - Numeric Result","A numeric value or interval (open or closed) of the result, result units of the measurement should be provided Measurement uncertainty interval are provided if needed.","","","","","","","","","",,,,,"",,,,"EHDSObservation.component.numericResult",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.component.numericResult.numericValue[x]","EHDSLaboratoryObservation.component.numericResult.numericValue[x]","","","",0,1,"","","","Quantity {[]} {[]}
Range {[]} {[]}","C.10.19.3.1 - Numeric value","A numeric value or interval (open or closed) of the result","","","","","","","","","",,,,,"",,,,"EHDSObservation.component.numericResult.numericValue[x]",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.component.numericResult.units","EHDSLaboratoryObservation.component.numericResult.units","","","",0,1,"","","","CodeableConcept {[]} {[]}
","C.10.19.3.2 - Units","Result units of the measurement","","","","","","","","","",,"preferred","UCUM","","",,,,"EHDSObservation.component.numericResult.units",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.component.numericResult.uncertainty","EHDSLaboratoryObservation.component.numericResult.uncertainty","","","",0,1,"","","","Base {[]} {[]}
","C.10.19.3.3 - Uncertainty","Measurement uncertainty type and interval should be provided if needed.","","","","","","","","","",,,,,"",,,,"EHDSObservation.component.numericResult.uncertainty",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.component.codedResult","EHDSLaboratoryObservation.component.codedResult","","","",0,1,"","","","CodeableConcept {[]} {[]}
","C.10.19.4 - Coded Result","A coded result from a selected coding system(s). This could be a code describing bacteria or other microorganism identified, description of urinary concernment, code explaining technical reason why the test could not be done etc.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSObservation.component.codedResult",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.component.dataAbsentReason","EHDSLaboratoryObservation.component.dataAbsentReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","C.10.19.5 - dataAbsentReason","Provides a reason why the expected value in the element Observation.value[x] is missing.","","","","","","","","","",,"preferred","HL7 Data absent reason","","",,,,"EHDSObservation.component.dataAbsentReason",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.component.referenceRange","EHDSLaboratoryObservation.component.referenceRange","","","",0,*,"","","","Base {[]} {[]}
","C.10.19.6 - Reference range","Reference range, multiple reference ranges of different types culd by providedProvides guide for interpretation of result. Reference ranges are usually implied only for a numeric scale type. Use of the same units for reference range and value is implied.","","","","","","","","","",,,,,"",,,,"EHDSObservation.component.referenceRange",0,*,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.component.observationInterpretation","EHDSLaboratoryObservation.component.observationInterpretation","","","",0,*,"","","","CodeableConcept {[]} {[]}
","C.10.19.7 - Observation interpretation","Information about reference intervals and result interpretation.","","","","","","","","","",,"preferred","SNOMED CT, HL7 ObservationInterpretation","","",,,,"EHDSObservation.component.observationInterpretation",0,*,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.status","EHDSLaboratoryObservation.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","C.10.19.8 - Status","The status of the result value.","","","","","","","","","",,"preferred","HL7 Observation status","","",,,,"EHDSObservation.status",1,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.testKit","EHDSLaboratoryObservation.testKit","","","",0,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSDevice {[]} {[]}
","C.11.2 - Test kit","Laboratory test kit used during measurement.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryObservation.testKit",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.calibrator","EHDSLaboratoryObservation.calibrator","","","",0,1,"","","","Identifier {[]} {[]}
","C.11.3 - Calibrator","Information about which end-user calibrator the laboratory used for the measurement to indicate the metrological traceability chain. ","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryObservation.calibrator",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.accreditationStatus","EHDSLaboratoryObservation.accreditationStatus","","","",0,1,"","","","CodeableConcept {[]} {[]}
","C.11.4 - Accreditation status","Accreditation status of the laboratory for the particular observation.","","","","","","","","","",,"preferred","Code system to be specified","","",,,,"EHDSLaboratoryObservation.accreditationStatus",0,1,"",""
"EHDSLaboratoryObservation","EHDSLaboratoryObservation.previousResults","EHDSLaboratoryObservation.previousResults","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSLaboratoryObservation {[]} {[]}
","C.11.5 - Previous results","Previous results of the same observation","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryObservation.previousResults",0,*,"",""
"EHDSLaboratoryOrder","EHDSLaboratoryOrder","EHDSLaboratoryOrder","","","",0,*,"","","","null {[]} {[]}
","Laboratory order","A - EHDS refined base model for Laboratory order","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EHDSLaboratoryOrder","EHDSLaboratoryOrder.laboratoryOrderHeader","EHDSLaboratoryOrder.laboratoryOrderHeader","","","",1,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSLaboratoryOrderHeader {[]} {[]}
","A.1 - Laboratory Order header","Laboratory Order header","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrder.laboratoryOrderHeader",1,1,"",""
"EHDSLaboratoryOrder","EHDSLaboratoryOrder.laboratoryOrderStructuredBody","EHDSLaboratoryOrder.laboratoryOrderStructuredBody","","","",1,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSLaboratoryOrderBody {[]} {[]}
","A.2 - Laboratory order structured body","Laboratory order body","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrder.laboratoryOrderStructuredBody",1,1,"",""
"EHDSLaboratoryOrder","EHDSLaboratoryOrder.presentedForms","EHDSLaboratoryOrder.presentedForms","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSAttachment {[]} {[]}
","A.3 - Attachment","Entire report as issued. Various formats could be provided,  pdf format is recommended.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrder.presentedForms",0,*,"",""
"EHDSLaboratoryOrder","EHDSLaboratoryOrder.laboratoryOrderAttachments[x]","EHDSLaboratoryOrder.laboratoryOrderAttachments[x]","","","",0,*,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSAttachment {[]} {[]}
https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSMedia {[]} {[]}","A.4 - Attachment, Media","Document attachments","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrder.laboratoryOrderAttachments[x]",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody","","","",0,*,"","","","null {[]} {[]}
","Laboratory order body model","B.1 - EHDS refined base model for Laboratory order body","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.orderInformation","EHDSLaboratoryOrderBody.orderInformation","","","",0,*,"","","","Base {[]} {[]}
","B.1.1 - Order information","Order Information","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.orderInformation",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.orderInformation.orderId","EHDSLaboratoryOrderBody.orderInformation.orderId","","","",1,*,"","","","Identifier {[]} {[]}
","B.1.1.1 - Order Id","An identifier of the laboratory test order.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.orderInformation.orderId",1,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.orderInformation.orderDateAndTime","EHDSLaboratoryOrderBody.orderInformation.orderDateAndTime","","","",0,1,"","","","dateTime {[]} {[]}
","B.1.1.2 - Order date and time","Date and time of the order placement.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.orderInformation.orderDateAndTime",0,1,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.orderInformation.orderText","EHDSLaboratoryOrderBody.orderInformation.orderText","","","",0,1,"","","","string {[]} {[]}
","B.1.1.3 - Order text","A verbal description of the order or any supplementary requirements specific to each type of order, if they cannot be expressed formally.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.orderInformation.orderText",0,1,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.orderInformation.orderPlacer","EHDSLaboratoryOrderBody.orderInformation.orderPlacer","","","",0,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional {[]} {[]}
","B.1.1.3 - Order placer","The health professional identification number. Either an internal identifier assigned by a healthcare provider institution or (preferably) a national health professional ID such as the license or registration number. In case when order placer is not a health professional, e.g. by patients themselves where applicable, appropriate personal identifier should be used. ","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.orderInformation.orderPlacer",0,1,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.orderInformation.orderReasonText","EHDSLaboratoryOrderBody.orderInformation.orderReasonText","","","",0,*,"","","","string {[]} {[]}
","B.1.1.4 - Order reason text","An explanation or justification for why this service is being requested in textual form.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.orderInformation.orderReasonText",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.orderInformation.orderReason","EHDSLaboratoryOrderBody.orderInformation.orderReason","","","",0,*,"","","","Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSCondition], CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSObservation]]}
","B.1.1.5 - Order reason","An explanation or justification for why this service is being requested in coded form.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.orderInformation.orderReason",0,*,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.encounter","EHDSLaboratoryOrderBody.encounter","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSEncounter]]}
","B.1.2 - Encounter","An encounter that provides additional information about the healthcare context in which this order is made.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.encounter",0,1,"",""
"EHDSLaboratoryOrderBody","EHDSLaboratoryOrderBody.supportingInformation","EHDSLaboratoryOrderBody.supportingInformation","","","",0,1,"","","","Base {[]} {[]}
","B.1.3 - Supporting information","Additional clinical information about the patient or specimen that may influence the services or their interpretations. This information includes diagnosis, clinical findings and other observations. In laboratory ordering these are typically referred to as 'ask at order entry questions (AOEs).' This includes observations explicitly requested by the producer (filler) to provide context or supporting information needed to complete the order. For example, reporting the amount of inspired oxygen for blood gas measurements.","","","","","","","","","",,,,,"",,,,"EHDSLaboratoryOrderBody.supportingInformation",0,1,"",""
